cel,pop_roc,[cel][pop_roc]0103__1,A
cel,pop_roc,[cel][pop_roc]0101__3,A
cel,pop_roc,[cel][pop_roc]0016__1,A
cel,pop_roc,[cel][pop_roc]0090__1,A
cel,pop_roc,[cel][pop_roc]0103__3,A
cel,pop_roc,[cel][pop_roc]0097__2,A
cel,pop_roc,[cel][pop_roc]0141__1,A
cel,pop_roc,[cel][pop_roc]0142__1,A
cel,pop_roc,[cel][pop_roc]0102__3,A
cel,pop_roc,[cel][pop_roc]0126__2,A
cel,pop_roc,[cel][pop_roc]0118__2,A
cel,pop_roc,[cel][pop_roc]0064__2,A
cel,pop_roc,[cel][pop_roc]0065__1,A
cel,pop_roc,[cel][pop_roc]0094__1,A
cel,pop_roc,[cel][pop_roc]0136__2,A
cel,pop_roc,[cel][pop_roc]0010__2,A
cel,pop_roc,[cel][pop_roc]0127__1,A
cel,pop_roc,[cel][pop_roc]0126__1,A
cel,pop_roc,[cel][pop_roc]0100__2,A
cel,pop_roc,[cel][pop_roc]0096__1,A
cel,pop_roc,[cel][pop_roc]0143__2,A
cel,pop_roc,[cel][pop_roc]0006__3,A
cel,pop_roc,[cel][pop_roc]0010__1,A
cel,pop_roc,[cel][pop_roc]0094__2,A
cel,pop_roc,[cel][pop_roc]0101__1,A
cel,pop_roc,[cel][pop_roc]0092__3,A
cel,pop_roc,[cel][pop_roc]0094__3,A
cel,pop_roc,[cel][pop_roc]0132__3,A
cel,pop_roc,[cel][pop_roc]0016__2,A
cel,pop_roc,[cel][pop_roc]0097__3,A
cel,pop_roc,[cel][pop_roc]0092__2,A
cel,pop_roc,[cel][pop_roc]0137__1,A
cel,pop_roc,[cel][pop_roc]0120__1,A
cel,pop_roc,[cel][pop_roc]0127__3,A
cel,pop_roc,[cel][pop_roc]0093__2,A
cel,pop_roc,[cel][pop_roc]0133__3,A
cel,pop_roc,[cel][pop_roc]0060__2,A
cel,pop_roc,[cel][pop_roc]0130__2,A
cel,pop_roc,[cel][pop_roc]0132__1,A
cel,pop_roc,[cel][pop_roc]0014__3,A
cel,pop_roc,[cel][pop_roc]0090__2,A
cel,pop_roc,[cel][pop_roc]0062__3,A
cel,pop_roc,[cel][pop_roc]0144__1,A
cel,pop_roc,[cel][pop_roc]0136__1,A
cel,pop_roc,[cel][pop_roc]0096__2,A
cel,pop_roc,[cel][pop_roc]0144__2,A
cel,pop_roc,[cel][pop_roc]0138__1,A
cel,pop_roc,[cel][pop_roc]0134__1,A
cel,pop_roc,[cel][pop_roc]0100__1,A
cel,pop_roc,[cel][pop_roc]0139__2,A
cel,pop_roc,[cel][pop_roc]0018__1,A
cel,pop_roc,[cel][pop_roc]0099__1,A
cel,pop_roc,[cel][pop_roc]0103__2,A
cel,pop_roc,[cel][pop_roc]0098__3,A
cel,pop_roc,[cel][pop_roc]0095__1,A
cel,pop_roc,[cel][pop_roc]0130__3,A
cel,pop_roc,[cel][pop_roc]0143__3,A
cel,pop_roc,[cel][pop_roc]0101__2,A
cel,pop_roc,[cel][pop_roc]0091__1,A
cel,pop_roc,[cel][pop_roc]0133__2,A
cel,pop_roc,[cel][pop_roc]0100__3,A
cel,pop_roc,[cel][pop_roc]0140__1,A
cel,pop_roc,[cel][pop_roc]0139__1,A
cel,pop_roc,[cel][pop_roc]0118__1,A
cel,pop_roc,[cel][pop_roc]0063__3,A
cel,pop_roc,[cel][pop_roc]0141__2,A
